@relation STORM_TRAINING_1.arff
@attribute SIZE numeric
@attribute LOC_ADDED numeric
@attribute MAX_LOC_ADDED numeric
@attribute AVG_LOC_ADDED numeric
@attribute LOC_DELETED numeric
@attribute MAX_LOC_DELETED numeric
@attribute AVG_LOC_DELETED numeric
@attribute CHURN numeric
@attribute MAX_CHURN numeric
@attribute AVG_CHURN numeric
@attribute FIXED_DEFECTS numeric
@attribute NUMBER_OF_COMMITS numeric
@attribute NUMBER_OF_AUTHORS numeric
@attribute IS_BUGGY {'True', 'False'}
@data
958,3504,799,100.11428571428571,829,122,100.11428571428571,2819,799,80.54285714285714,0,35,9,False
89,108,82,21.6,12,6,21.6,96,82,19.2,0,5,3,False
18,54,18,18.0,0,0,18.0,54,18,18.0,0,3,2,False
30,90,30,30.0,0,0,30.0,90,30,30.0,0,3,2,False
10,30,10,10.0,0,0,10.0,30,10,10.0,0,3,2,False
152,456,152,152.0,0,0,152.0,456,152,152.0,0,3,2,False
102,306,102,102.0,0,0,102.0,306,102,102.0,0,3,2,False
136,408,136,136.0,0,0,136.0,408,136,136.0,0,3,2,False
34,104,34,20.8,2,1,20.8,102,34,20.4,0,5,3,False
34,104,34,20.8,2,1,20.8,102,34,20.4,0,5,3,False
91,273,91,91.0,0,0,91.0,273,91,91.0,0,3,2,False
29,87,29,29.0,0,0,29.0,87,29,29.0,0,3,2,False
36,108,36,36.0,0,0,36.0,108,36,36.0,0,3,2,False
419,1257,419,419.0,0,0,419.0,1257,419,419.0,0,3,2,False
365,1095,365,365.0,0,0,365.0,1095,365,365.0,0,3,2,False
13,39,13,13.0,0,0,13.0,39,13,13.0,0,3,2,False
5,15,5,5.0,0,0,5.0,15,5,5.0,0,3,2,False
74,222,74,74.0,0,0,74.0,222,74,74.0,0,3,2,False
152,456,152,152.0,0,0,152.0,456,152,152.0,0,3,2,False
58,174,58,58.0,0,0,58.0,174,58,58.0,0,3,2,False
76,228,76,76.0,0,0,76.0,228,76,76.0,0,3,2,False
32,96,32,32.0,0,0,32.0,96,32,32.0,0,3,2,False
366,1098,366,366.0,0,0,366.0,1098,366,366.0,0,3,2,False
42,126,42,42.0,0,0,42.0,126,42,42.0,0,3,2,False
78,234,78,78.0,0,0,78.0,234,78,78.0,0,3,2,False
327,984,328,328.0,0,0,328.0,984,328,328.0,0,3,2,False
426,1281,427,427.0,0,0,427.0,1281,427,427.0,0,3,2,False
1110,3333,1111,1111.0,0,0,1111.0,3333,1111,1111.0,0,3,2,False
597,1794,598,598.0,0,0,598.0,1794,598,598.0,0,3,2,False
706,2121,707,707.0,0,0,707.0,2121,707,707.0,0,3,2,False
385,1155,385,385.0,0,0,385.0,1155,385,385.0,0,3,2,False
327,984,328,328.0,0,0,328.0,984,328,328.0,0,3,2,False
424,1275,425,425.0,0,0,425.0,1275,425,425.0,0,3,2,False
964,2892,964,964.0,0,0,964.0,2892,964,964.0,0,3,2,False
2015,6045,2015,2015.0,0,0,2015.0,6045,2015,2015.0,0,3,2,False
424,1275,425,425.0,0,0,425.0,1275,425,425.0,0,3,2,False
419,1260,420,420.0,0,0,420.0,1260,420,420.0,0,3,2,False
318,954,318,318.0,0,0,318.0,954,318,318.0,0,3,2,False
678,2037,679,679.0,0,0,679.0,2037,679,679.0,0,3,2,False
807,2424,808,808.0,0,0,808.0,2424,808,808.0,0,3,2,False
424,1275,425,425.0,0,0,425.0,1275,425,425.0,0,3,2,False
662,1986,662,662.0,0,0,662.0,1986,662,662.0,0,3,2,False
327,984,328,328.0,0,0,328.0,984,328,328.0,0,3,2,False
462,1389,463,463.0,0,0,463.0,1389,463,463.0,0,3,2,False
532,1596,532,532.0,0,0,532.0,1596,532,532.0,0,3,2,False
319,960,320,320.0,0,0,320.0,960,320,320.0,0,3,2,False
13491,40473,13491,13491.0,0,0,13491.0,40473,13491,13491.0,0,3,2,False
327,984,328,328.0,0,0,328.0,984,328,328.0,0,3,2,False
224,675,225,225.0,0,0,225.0,675,225,225.0,0,3,2,False
548,1647,549,549.0,0,0,549.0,1647,549,549.0,0,3,2,False
416,1251,417,417.0,0,0,417.0,1251,417,417.0,0,3,2,False
426,1281,427,427.0,0,0,427.0,1281,427,427.0,0,3,2,False
755,2268,756,756.0,0,0,756.0,2268,756,756.0,0,3,2,False
426,1281,427,427.0,0,0,427.0,1281,427,427.0,0,3,2,False
659,1980,660,660.0,0,0,660.0,1980,660,660.0,0,3,2,False
461,1386,462,462.0,0,0,462.0,1386,462,462.0,0,3,2,False
339,1020,340,340.0,0,0,340.0,1020,340,340.0,0,3,2,False
705,2118,706,706.0,0,0,706.0,2118,706,706.0,0,3,2,False
917,2754,918,918.0,0,0,918.0,2754,918,918.0,0,3,2,False
44,132,44,44.0,0,0,44.0,132,44,44.0,0,3,2,False
894,2685,895,895.0,0,0,895.0,2685,895,895.0,0,3,2,False
26,78,26,26.0,0,0,26.0,78,26,26.0,0,3,2,False
44,132,44,44.0,0,0,44.0,132,44,44.0,0,3,2,False
21,63,21,21.0,0,0,21.0,63,21,21.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
18,54,18,18.0,0,0,18.0,54,18,18.0,0,3,2,False
13,39,13,13.0,0,0,13.0,39,13,13.0,0,3,2,False
13,39,13,13.0,0,0,13.0,39,13,13.0,0,3,2,False
21,63,21,21.0,0,0,21.0,63,21,21.0,0,3,2,False
42,126,42,42.0,0,0,42.0,126,42,42.0,0,3,2,False
36,166,36,23.714285714285715,58,25,23.714285714285715,192,36,27.428571428571427,0,7,3,False
40,120,40,40.0,0,0,40.0,120,40,40.0,0,3,2,False
55,110,55,55.0,0,0,55.0,110,55,55.0,0,2,2,False
47,141,47,47.0,0,0,47.0,141,47,47.0,0,3,2,False
138,459,139,45.9,45,14,45.9,420,139,42.0,0,10,5,False
17,51,17,17.0,0,0,17.0,51,17,17.0,0,3,2,False
21,63,21,21.0,0,0,21.0,63,21,21.0,0,3,2,False
24,72,24,24.0,0,0,24.0,72,24,24.0,0,3,2,False
6,18,6,6.0,0,0,6.0,18,6,6.0,0,3,2,False
5,15,5,5.0,0,0,5.0,15,5,5.0,0,3,2,False
43,129,43,43.0,0,0,43.0,129,43,43.0,0,3,2,False
7,21,7,7.0,0,0,7.0,21,7,7.0,0,3,2,False
5,10,5,5.0,0,0,5.0,10,5,5.0,0,2,2,False
38,114,38,38.0,0,0,38.0,114,38,38.0,0,3,2,False
28,84,28,28.0,0,0,28.0,84,28,28.0,0,3,2,False
33,99,33,33.0,0,0,33.0,99,33,33.0,0,3,2,False
21,63,21,21.0,0,0,21.0,63,21,21.0,0,3,2,False
14,28,14,14.0,0,0,14.0,28,14,14.0,0,2,2,False
14,42,11,6.0,3,1,6.0,39,11,5.571428571428571,0,7,3,False
11,35,10,4.375,3,1,4.375,32,10,4.0,0,8,3,False
8,24,8,8.0,0,0,8.0,24,8,8.0,0,3,2,False
8,24,8,8.0,0,0,8.0,24,8,8.0,0,3,2,False
16,48,16,16.0,0,0,16.0,48,16,16.0,0,3,2,False
418,1254,418,418.0,0,0,418.0,1254,418,418.0,0,3,2,False
37,111,37,37.0,0,0,37.0,111,37,37.0,0,3,2,False
22,66,22,22.0,0,0,22.0,66,22,22.0,0,3,2,False
23,69,23,23.0,0,0,23.0,69,23,23.0,0,3,2,False
28,84,28,28.0,0,0,28.0,84,28,28.0,0,3,2,False
41,123,41,41.0,0,0,41.0,123,41,41.0,0,3,2,False
93,279,93,93.0,0,0,93.0,279,93,93.0,0,3,2,False
72,216,72,72.0,0,0,72.0,216,72,72.0,0,3,2,False
40,120,40,40.0,0,0,40.0,120,40,40.0,0,3,2,False
72,216,72,72.0,0,0,72.0,216,72,72.0,0,3,2,False
35,105,35,35.0,0,0,35.0,105,35,35.0,0,3,2,False
80,243,81,81.0,0,0,81.0,243,81,81.0,0,3,2,False
30,90,30,30.0,0,0,30.0,90,30,30.0,0,3,2,False
38,114,38,38.0,0,0,38.0,114,38,38.0,0,3,2,False
91,273,91,91.0,0,0,91.0,273,91,91.0,0,3,2,False
143,429,143,143.0,0,0,143.0,429,143,143.0,0,3,2,False
107,321,107,107.0,0,0,107.0,321,107,107.0,0,3,2,False
62,186,62,62.0,0,0,62.0,186,62,62.0,0,3,2,False
62,186,62,62.0,0,0,62.0,186,62,62.0,0,3,2,False
40,120,40,40.0,0,0,40.0,120,40,40.0,0,3,2,False
40,120,40,40.0,0,0,40.0,120,40,40.0,0,3,2,False
93,279,93,93.0,0,0,93.0,279,93,93.0,0,3,2,False
52,156,52,52.0,0,0,52.0,156,52,52.0,0,3,2,False
97,291,97,97.0,0,0,97.0,291,97,97.0,0,3,2,False
72,216,72,72.0,0,0,72.0,216,72,72.0,0,3,2,False
47,141,47,47.0,0,0,47.0,141,47,47.0,0,3,2,False
6,18,6,6.0,0,0,6.0,18,6,6.0,0,3,2,False
23,69,23,23.0,0,0,23.0,69,23,23.0,0,3,2,False
8,24,8,8.0,0,0,8.0,24,8,8.0,0,3,2,False
9,27,9,9.0,0,0,9.0,27,9,9.0,0,3,2,False
42,126,42,42.0,0,0,42.0,126,42,42.0,0,3,2,False
43,129,43,43.0,0,0,43.0,129,43,43.0,0,3,2,False
34,102,34,34.0,0,0,34.0,102,34,34.0,0,3,2,False
41,123,41,41.0,0,0,41.0,123,41,41.0,0,3,2,False
44,132,44,44.0,0,0,44.0,132,44,44.0,0,3,2,False
207,621,207,207.0,0,0,207.0,621,207,207.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
15,45,15,15.0,0,0,15.0,45,15,15.0,0,3,2,False
6,18,6,6.0,0,0,6.0,18,6,6.0,0,3,2,False
7,21,7,7.0,0,0,7.0,21,7,7.0,0,3,2,False
88,264,88,88.0,0,0,88.0,264,88,88.0,0,3,2,False
12,39,13,13.0,0,0,13.0,39,13,13.0,0,3,2,False
17,51,17,17.0,0,0,17.0,51,17,17.0,0,3,2,False
11,33,11,11.0,0,0,11.0,33,11,11.0,0,3,2,False
14,42,14,14.0,0,0,14.0,42,14,14.0,0,3,2,False
